,g_let,a_let,t_let,c_let,slope_g_after,slope_a_after,slope_t_after,slope_c_after,slope_g_before,slope_a_before,slope_t_before,slope_c_before,peak_no_peak
67,1.1511951409179104,0.012934776864246185,0.0,1.032934323873374,,,,,0.07576083591915617,0.0,0.0,-0.07206518538651441,0
68,1.0754343049987543,0.012934776864246185,0.0,1.1049995092598883,-0.07576083591915617,0.0,0.0,0.07206518538651441,0.09054343804972331,0.0,-0.009239126331604418,-0.06282605905491012,0
69,0.9848908669490309,0.012934776864246185,0.009239126331604418,1.1678255683147984,-0.09054343804972331,0.0,0.009239126331604418,0.06282605905491012,0.09978256438132771,0.0,-0.024021728462171488,-0.04249998112538034,0
70,0.8851083025677032,0.012934776864246185,0.033260854793775906,1.2103255494401788,-0.09978256438132771,0.0,0.024021728462171488,0.04249998112538034,0.10163038964764859,-0.0018478252663208846,-0.04434780639170121,-0.014782602130567035,0
71,0.7834779129200546,0.01478260213056707,0.07760866118547712,1.2251081515707458,-0.10163038964764859,0.0018478252663208846,0.04434780639170121,0.014782602130567035,0.10163038964764859,0.0,-0.060978233788589145,0.018478252663208794,0
72,0.681847523272406,0.01478260213056707,0.13858689497406626,1.206629898907537,-0.10163038964764859,0.0,0.060978233788589145,-0.018478252663208794,0.09978256438132771,0.0018478252663208846,-0.08499996225076067,0.049891282190663855,1
73,0.5820649588910783,0.012934776864246185,0.22358685722482693,1.1567386167168732,-0.09978256438132771,-0.0018478252663208846,0.08499996225076067,-0.049891282190663855,0.09608691384868595,0.0018478252663208829,-0.09608691384868592,0.08315213698443968,0
74,0.4859780450423924,0.011086951597925302,0.31967377107351286,1.0735864797324335,-0.09608691384868595,-0.0018478252663208829,0.09608691384868592,-0.08315213698443968,0.0868477875170815,0.0018478252663208846,-0.09978256438132771,0.09978256438132782,0
75,0.3991302575253109,0.009239126331604418,0.41945633545484057,0.9738039153511057,-0.0868477875170815,-0.0018478252663208846,0.09978256438132771,-0.09978256438132782,0.07945648645179804,0.0018478252663208829,-0.09978256438132777,0.11086951597925299,0
76,0.31967377107351286,0.007391301065283535,0.5192388998361683,0.8629343993718527,-0.07945648645179804,-0.0018478252663208829,0.09978256438132777,-0.11086951597925299,0.06652170958755182,0.0,-0.10163038964764859,0.10717386544661123,0
77,0.25315206148596103,0.007391301065283535,0.6208692894838169,0.7557605339252415,-0.06652170958755182,0.0,0.10163038964764859,-0.10717386544661123,0.05728258325594737,0.0,-0.10347821491396947,0.09239126331604419,0
78,0.19586947823001366,0.007391301065283535,0.7243475043977864,0.6633692706091973,-0.05728258325594737,0.0,0.10347821491396947,-0.09239126331604419,0.046195631658022096,0.0,-0.1090216907129321,0.06836953485387276,0
79,0.14967384657199156,0.007391301065283535,0.8333691951107185,0.5949997357553245,-0.046195631658022096,0.0,0.1090216907129321,-0.06836953485387276,0.03695650532641766,0.0,-0.11641299177821574,0.03880433059273847,0
80,0.11271734124557391,0.007391301065283535,0.9497821868889342,0.556195405162586,-0.03695650532641766,0.0,0.11641299177821574,-0.03880433059273847,0.02771737899481326,0.0,-0.1182608170445365,0.007391301065283629,0
81,0.08499996225076065,0.007391301065283535,1.0680430039334707,0.5488041040973024,-0.02771737899481326,0.0,0.1182608170445365,-0.007391301065283629,0.020326077929529715,0.0,-0.11641299177821574,-0.022173903195850664,0
82,0.06467388432123093,0.007391301065283535,1.1844559957116865,0.5709780072931531,-0.020326077929529715,0.0,0.11641299177821574,0.022173903195850664,0.016630427396887956,0.0,-0.10717386544661123,-0.04434780639170122,0
83,0.048043456924342975,0.007391301065283535,1.2916298611582977,0.6153258136848543,-0.016630427396887956,0.0,0.10717386544661123,0.04434780639170122,0.011086951597925304,-0.0036956505326417675,-0.0905434380497232,-0.05728258325594737,0
84,0.03695650532641767,0.011086951597925302,1.382173299208021,0.6726083969408017,-0.011086951597925304,0.0036956505326417675,0.0905434380497232,0.05728258325594737,0.0073913010652835315,-0.0018478252663208829,-0.06836953485387287,-0.06097823378858913,0
85,0.02956520426113414,0.012934776864246185,1.4505428340618938,0.7335866307293908,-0.0073913010652835315,0.0018478252663208829,0.06836953485387287,0.06097823378858913,0.005543475798962652,-0.0018478252663208846,-0.046195631658022096,-0.05543475798962649,0
86,0.024021728462171488,0.01478260213056707,1.4967384657199159,0.7890213887190173,-0.005543475798962652,0.0018478252663208846,0.046195631658022096,0.05543475798962649,0.003695650532641769,-0.0018478252663208829,-0.02586955372849231,-0.04249998112538034,0
87,0.02032607792952972,0.016630427396887953,1.5226080194484082,0.8315213698443976,-0.003695650532641769,0.0018478252663208829,0.02586955372849231,0.04249998112538034,0.0036956505326417657,-0.0018478252663208829,-0.003695650532641759,-0.025869553728492423,1
88,0.016630427396887953,0.018478252663208836,1.52630366998105,0.85739092357289,-0.0036956505326417657,0.0018478252663208829,0.003695650532641759,0.025869553728492423,0.0036956505326417675,0.0018478252663208829,0.011086951597925276,-0.003695650532641759,0
89,0.012934776864246185,0.016630427396887953,1.5152167183831247,0.8610865741055318,-0.0036956505326417675,-0.0018478252663208829,-0.011086951597925276,0.003695650532641759,0.0036956505326417675,0.0036956505326417675,0.022173903195850775,0.024021728462171543,0
90,0.009239126331604418,0.012934776864246185,1.4930428151872739,0.8370648456433603,-0.0036956505326417675,-0.0036956505326417675,-0.022173903195850775,-0.024021728462171543,0.0018478252663208829,0.00554347579896265,0.02586955372849231,0.046195631658022096,0
91,0.007391301065283535,0.007391301065283535,1.4671732614587816,0.7908692139853382,-0.0018478252663208829,-0.00554347579896265,-0.02586955372849231,-0.046195631658022096,0.0018478252663208837,0.0018478252663208837,0.027717378994813302,0.07021736012019353,0
92,0.005543475798962651,0.005543475798962651,1.4394558824639683,0.7206518538651446,-0.0018478252663208837,-0.0018478252663208837,-0.027717378994813302,-0.07021736012019353,0.0,0.0036956505326417675,0.022173903195850553,0.08684778751708155,0
93,0.005543475798962651,0.0018478252663208837,1.4172819792681177,0.6338040663480631,0.0,-0.0036956505326417675,-0.022173903195850553,-0.08684778751708155,0.0018478252663208837,0.0018478252663208837,0.011086951597925276,0.09978256438132771,0
94,0.0036956505326417675,0.0,1.4061950276701924,0.5340215019667354,-0.0018478252663208837,-0.0018478252663208837,-0.011086951597925276,-0.09978256438132771,0.0018478252663208837,0.0,0.0018478252663207684,0.09978256438132771,0
95,0.0018478252663208837,0.0,1.4043472024038717,0.43423893758540766,-0.0018478252663208837,0.0,-0.0018478252663207684,-0.09978256438132771,0.0018478252663208837,-0.0036956505326417675,-0.009239126331604286,0.09423908858236507,0
96,0.0,0.0036956505326417675,1.413586328735476,0.3399998490030426,-0.0018478252663208837,0.0036956505326417675,0.009239126331604286,-0.09423908858236507,0.0,-0.009239126331604418,-0.018478252663208794,0.07945648645179798,0
