,g_let,a_let,t_let,c_let,slope_g_after,slope_a_after,slope_t_after,slope_c_after,slope_g_before,slope_a_before,slope_t_before,slope_c_before,peak_no_peak
11597,0.34110906282696424,0.0,0.01938119675153206,0.47096308106222906,0.058143590254596145,0.0,-0.007752478700612825,-0.06395794928005583,-0.0542673509042898,0.0,0.00969059837576603,0.0620198296049026,0
11598,0.39537641373125404,0.0,0.00969059837576603,0.40894325145732646,0.0542673509042898,0.0,-0.00969059837576603,-0.0620198296049026,-0.04651487220367695,0.0,0.007752478700612823,0.05620547057944297,0
11599,0.441891285934931,0.0,0.001938119675153206,0.3527377808778835,0.04651487220367695,0.0,-0.007752478700612823,-0.05620547057944297,-0.0310099148024513,0.0,0.0,0.05620547057944297,0
11600,0.4729012007373823,0.0,0.001938119675153206,0.2965323102984405,0.0310099148024513,0.0,0.0,-0.05620547057944297,-0.013566837726072423,0.0,-0.011628718050919236,0.04845299187883015,0
11601,0.4864680384634547,0.0,0.013566837726072442,0.24807931841961037,0.013566837726072423,0.0,0.011628718050919236,-0.04845299187883015,0.007752478700612797,0.0,-0.019381196751532062,0.04651487220367695,0
11602,0.4787155597628419,0.0,0.032948034477604506,0.20156444621593342,-0.007752478700612797,0.0,0.019381196751532062,-0.04651487220367695,0.021319316426685275,0.0,-0.029071795127298086,0.04263863285337052,1
11603,0.45739624333615664,0.0,0.06201982960490259,0.1589258133625629,-0.021319316426685275,0.0,0.029071795127298086,-0.04263863285337052,0.032948034477604526,0.0,-0.034886154152757705,0.038762393503064124,0
11604,0.4244482088585521,0.0,0.0969059837576603,0.12016341985949877,-0.032948034477604526,0.0,0.034886154152757705,-0.038762393503064124,0.040700513178217324,0.0,-0.04651487220367695,0.0310099148024513,0
11605,0.3837476956803348,0.0,0.14342085596133725,0.08915350505704747,-0.040700513178217324,0.0,0.04651487220367695,-0.0310099148024513,0.04651487220367695,0.0,-0.05039111155398335,0.025195555776991674,0
11606,0.33723282347665784,0.0,0.1938119675153206,0.0639579492800558,-0.04651487220367695,0.0,0.05039111155398335,-0.025195555776991674,0.04651487220367695,0.0,-0.0581435902545962,0.017443077076378856,0
11607,0.2907179512729809,0.0,0.2519555577699168,0.04651487220367694,-0.04651487220367695,0.0,0.0581435902545962,-0.017443077076378856,0.04651487220367692,0.0,-0.06395794928005577,0.009690598375766024,0
11608,0.24420307906930397,0.0,0.31591350704997256,0.03682427382791092,-0.04651487220367692,0.0,0.06395794928005577,-0.009690598375766024,0.04263863285337055,0.0,-0.07171042798066862,0.0038762393503064124,0
11609,0.20156444621593342,0.0,0.3876239350306412,0.032948034477604506,-0.04263863285337055,0.0,0.07171042798066862,-0.0038762393503064124,0.040700513178217324,0.0,-0.07558666733097508,0.0,0
11610,0.1608639330377161,0.0,0.46321060236161626,0.032948034477604506,-0.040700513178217324,0.0,0.07558666733097508,0.0,0.0329480344776045,0.0,-0.07364854765582185,-0.005814359025459612,0
11611,0.1279158985601116,0.0,0.5368591500174381,0.03876239350306412,-0.0329480344776045,0.0,0.07364854765582185,0.005814359025459612,0.029071795127298086,0.0,-0.06395794928005571,-0.009690598375766031,0
11612,0.09884410343281351,0.0,0.6008170992974938,0.04845299187883015,-0.029071795127298086,0.0,0.06395794928005571,0.009690598375766031,0.021319316426685275,0.0,-0.05620547057944303,-0.01550495740122565,0
11613,0.07752478700612823,0.0,0.6570225698769369,0.0639579492800558,-0.021319316426685275,0.0,0.05620547057944303,0.01550495740122565,0.019381196751532055,0.0,-0.040700513178217324,-0.02131931642668526,0
11614,0.05814359025459618,0.0,0.6977230830551542,0.08527726570674106,-0.019381196751532055,0.0,0.040700513178217324,0.02131931642668526,0.017443077076378856,0.0,-0.029071795127298072,-0.0310099148024513,0
11615,0.040700513178217324,0.0,0.7267948781824523,0.11628718050919236,-0.017443077076378856,0.0,0.029071795127298072,0.0310099148024513,0.015504957401225646,0.0,-0.015504957401225705,-0.03682427382791091,0
11616,0.025195555776991677,0.0,0.742299835583678,0.15311145433710327,-0.015504957401225646,0.0,0.015504957401225705,0.03682427382791091,0.00969059837576603,0.0,0.001938119675153227,-0.040700513178217324,1
11617,0.015504957401225648,0.0,0.7403617159085247,0.1938119675153206,-0.00969059837576603,0.0,-0.001938119675153227,0.040700513178217324,0.009690598375766031,0.0,0.017443077076378932,-0.04651487220367695,0
11618,0.005814359025459618,0.0,0.7229186388321458,0.24032683971899754,-0.009690598375766031,0.0,-0.017443077076378932,0.04651487220367695,0.0038762393503064116,0.0,0.032948034477604415,-0.052329231229136575,0
11619,0.001938119675153206,0.0,0.6899706043545414,0.2926560709481341,-0.0038762393503064116,0.0,-0.032948034477604415,0.052329231229136575,0.001938119675153206,0.0,0.04263863285337055,-0.054267350904289746,0
11620,0.0,0.0,0.6473319715011708,0.34692342185242386,-0.001938119675153206,0.0,-0.04263863285337055,0.054267350904289746,0.0,0.0,0.05039111155398335,-0.06008170992974943,0
11621,0.0,0.0,0.5969408599471875,0.4070051317821733,0.0,0.0,-0.05039111155398335,0.06008170992974943,0.0,0.0,0.0542673509042898,-0.06395794928005577,0
11622,0.0,0.0,0.5426735090428977,0.47096308106222906,0.0,0.0,-0.0542673509042898,0.06395794928005577,0.0,0.0,0.054267350904289746,-0.06589606895520905,0
11623,0.0,0.0,0.48840615813860794,0.5368591500174381,0.0,0.0,-0.054267350904289746,0.06589606895520905,0.0,0.0,0.0581435902545962,-0.06395794928005571,0
11624,0.0,0.0,0.43026256788401174,0.6008170992974938,0.0,0.0,-0.0581435902545962,0.06395794928005571,0.0,0.0,0.06008170992974937,-0.0542673509042898,0
11625,0.0,0.0,0.37018085795426237,0.6550844502017836,0.0,0.0,-0.06008170992974937,0.0542673509042898,0.0,-0.011628718050919236,0.065896068955209,-0.04457675252852378,0
11626,0.0,0.011628718050919236,0.30428478899905337,0.6996612027303074,0.0,0.011628718050919236,-0.065896068955209,0.04457675252852378,0.0,-0.017443077076378856,0.062019829604902627,-0.027133675452144845,0
11627,0.0,0.02907179512729809,0.24226495939415074,0.7267948781824523,0.0,0.017443077076378856,-0.062019829604902627,0.027133675452144845,0.0,-0.02325743610183847,0.06008170992974937,-0.009690598375766024,0
